date,Ndtct,Npct_75,PctRH_75,Npct_50,PctRH_50,Npct_25,PctRH_25,Nfit,SumRH,MaxRH,Tmin,Tavg,Tmax,Temp_BB,Area_BB,Lat,Lon,SATZ,Flowrate_km3_per_day
2012-04-05 22:52:48.689,6,1,3.00414,1,3.00414,2,3.874524,3,4.572214,3.00414,0.0,1877.0,2051.0,1685.0,6.57813,25.167679,52.880348,58.855,95.50531433424658
2012-04-05 22:52:50.469,6,2,5.32163,2,5.32163,2,5.32163,2,5.32163,2.98071,0.0,1630.5,1666.0,1666.0,6.81771,25.164083,52.881363,58.8828,169.18117861369862
2012-04-06 22:34:03.682,7,2,15.4075,2,15.4075,5,23.31134,5,23.31134,8.04686,0.0,1487.0,1623.0,1455.0,31.673,25.164515,52.872433,40.8902,489.8234205479452
2012-04-07 22:15:16.899,5,2,5.75182,2,5.75182,4,7.632149,4,7.632149,2.92372,0.0,1540.5,1729.0,1208.0,24.2284,25.165298,52.86599,11.3794,182.85744908493155
2012-04-09 21:37:32.652,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.159903,52.863083,49.207,0.0
2012-04-10 22:59:01.562,8,2,17.48359,3,22.63008,3,22.63008,4,23.95945,9.81366,0.0,1615.5,1766.0,1551.0,29.9115,25.166443,52.880928,63.1022,555.8248812109589
2012-04-10 22:59:03.341,4,1,12.7107,2,20.19195,3,23.72783,3,23.72783,12.7107,0.0,1573.0,1615.0,1615.0,32.9616,25.16242,52.870327,63.1252,404.0888237260274
2012-04-11 22:40:16.541,2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1714275,52.876211,47.9489,0.0
2012-04-11 22:40:18.321,5,2,13.59755,2,13.59755,2,13.59755,4,16.33925,6.81221,0.0,1526.0,1720.0,1343.0,36.9716,25.159575,52.87183,47.9962,432.2828786027397
2012-04-12 22:21:29.743,6,3,8.98351,4,11.03237,5,12.55699,5,12.55699,3.26733,0.0,1455.2,1554.0,1529.0,10.5372,25.158001,52.870586,22.5701,285.59685846027395
2012-04-12 22:21:31.522,2,1,5.59322,1,5.59322,1,5.59322,2,6.074926,5.59322,1648.0,1746.0,1844.0,1648.0,13.3847,25.160154,52.864185,22.573,177.81535955068492
2012-04-14 21:43:49.038,6,2,5.89063,2,5.89063,4,8.24424,4,8.24424,3.00157,0.0,1633.0,1665.0,1609.0,7.89614,25.161602,52.862709,42.1817,187.27039012054794
2012-04-15 21:24:53.346,37,1,173.116,2,262.0318,2,262.0318,16,303.663726,173.116,0.0,1729.8125,1974.0,1629.0,433.686,25.161419,52.867802,60.1382,5503.571070684931
