latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
45.1641,37.8826,315.6,1.1,1.1,2013-06-19,0818,Terra,MODIS,62,6.03,294.6,11.5,D,2
45.1578,37.8781,309,1,1,2013-06-19,1926,Terra,MODIS,76,6.03,289.5,9.9,N,2
45.1595,37.8907,300.1,1,1,2013-06-19,1926,Terra,MODIS,13,6.03,289.7,4.5,N,2
45.1639,37.8933,301.3,1,1,2013-06-19,2336,Aqua,MODIS,39,6.03,287.5,6.1,N,2
45.1657,37.8808,303.6,1,1,2013-06-19,2336,Aqua,MODIS,56,6.03,287.5,7.4,N,2
45.1609,37.8822,314.7,1.8,1.3,2013-06-20,0901,Terra,MODIS,73,6.03,297.9,22.6,D,2
45.1617,37.8756,317.8,1.2,1.1,2013-06-20,1044,Aqua,MODIS,69,6.03,300.3,11.9,D,2
45.1602,37.8841,307.6,1.5,1.2,2013-06-23,1902,Terra,MODIS,72,6.03,289.6,15,N,2
45.1632,37.8774,309.5,1.5,1.2,2013-06-23,1902,Terra,MODIS,78,6.03,289.7,18.4,N,2
45.1691,37.8881,303.7,1.6,1.2,2013-06-23,2312,Aqua,MODIS,57,6.03,288.5,13.5,N,2
45.1663,37.8906,302.1,1.3,1.1,2013-06-24,1945,Terra,MODIS,47,6.03,289.1,9,N,2
45.1695,37.8803,300.4,1.3,1.1,2013-06-24,2355,Aqua,MODIS,17,6.03,288.2,7.1,N,2
45.1665,37.8961,301.8,1.3,1.1,2013-06-24,2355,Aqua,MODIS,35,6.03,288.7,8,N,2
45.1589,37.8865,309.8,1.3,1.1,2013-06-24,2355,Aqua,MODIS,78,6.03,288.7,15,N,2
45.1616,37.8787,324.6,1,1,2013-06-26,0825,Terra,MODIS,73,6.03,303.7,14.4,D,2
45.1598,37.8918,319.5,1,1,2013-06-26,0825,Terra,MODIS,51,6.03,303.1,9.2,D,2
45.1625,37.88,315.9,1,1,2013-06-26,1932,Terra,MODIS,92,6.03,294.4,14.7,N,2
45.1644,37.8875,311.4,1,1,2013-06-26,2343,Aqua,MODIS,83,6.03,292.7,11.6,N,2
45.1602,37.8889,308.5,1,1,2013-06-28,1920,Terra,MODIS,75,6.03,294.6,7.7,N,2
45.1583,37.8761,310.5,1,1,2013-06-28,1920,Terra,MODIS,80,6.03,294.4,9.1,N,2
45.1643,37.8836,315.5,1,1,2013-06-28,2330,Aqua,MODIS,91,6.03,293.4,14.7,N,2
45.1597,37.8897,319.7,1.5,1.2,2013-06-29,0855,Terra,MODIS,55,6.03,302.1,17.1,D,2
45.1617,37.8831,325.2,1,1,2013-06-29,1038,Aqua,MODIS,63,6.03,302.7,13.1,D,2
45.1645,37.8811,307.4,1.3,1.1,2013-06-30,2318,Aqua,MODIS,71,6.03,290.7,12.6,N,2
45.1656,37.8767,304.3,1.6,1.2,2013-07-01,1951,Terra,MODIS,59,6.03,288.9,12.8,N,2
45.1662,37.882,303.1,1.6,1.2,2013-07-01,1951,Terra,MODIS,53,6.03,288.7,11.9,N,2
45.1663,37.8866,301,1.8,1.3,2013-07-02,1856,Terra,MODIS,37,6.03,286.8,11.4,N,2
45.1623,37.8757,312,1.3,1.1,2013-07-03,1014,Aqua,MODIS,57,6.03,295.4,9.2,D,2
45.1634,37.8831,312.8,1.2,1.1,2013-07-03,1938,Terra,MODIS,86,6.03,288.2,15.7,N,2
45.1637,37.8798,300.6,2.6,1.5,2013-07-04,1843,Terra,MODIS,31,6.03,286.7,20.3,N,2
45.1642,37.8823,325.6,1.1,1.1,2013-07-05,0818,Terra,MODIS,77,6.03,303.2,18.2,D,2
45.1632,37.8799,313.1,1,1,2013-07-05,1926,Terra,MODIS,86,6.03,288.9,12.8,N,2
45.161,37.8828,309.2,1,1,2013-07-05,2336,Aqua,MODIS,77,6.03,290.4,9.9,N,2
45.1575,37.8858,318,1.8,1.3,2013-07-06,0901,Terra,MODIS,65,6.03,300.7,22.1,D,2
45.1611,37.8887,301,2.9,1.6,2013-07-06,2009,Terra,MODIS,36,6.03,289.7,20.5,N,2
45.1651,37.8844,312.3,1.1,1,2013-07-07,1914,Terra,MODIS,85,6.03,293.3,12.3,N,2
45.1596,37.8864,308.5,1.1,1.1,2013-07-07,2324,Aqua,MODIS,75,6.03,291,11.1,N,2
45.164,37.8785,321.4,1.3,1.1,2013-07-08,0849,Terra,MODIS,39,6.03,306.5,11.5,D,2
45.1686,37.8891,306.3,1.8,1.3,2013-07-09,0007,Aqua,MODIS,68,6.03,290.7,17.1,N,2
45.1634,37.8794,300.5,1.8,1.3,2013-07-09,0007,Aqua,MODIS,26,6.03,290.1,8.9,N,2
45.1626,37.8816,312.4,1.5,1.2,2013-07-09,1902,Terra,MODIS,85,6.03,292.8,20.2,N,2
45.1599,37.8926,305.2,1.6,1.2,2013-07-09,2312,Aqua,MODIS,63,6.03,290.9,13.2,N,2
45.1613,37.88,304.7,1.6,1.2,2013-07-09,2312,Aqua,MODIS,61,6.03,290.5,13.6,N,2
45.1654,37.8831,318.8,1,1,2013-07-10,0837,Terra,MODIS,15,6.03,304,7.9,D,2
45.1565,37.8803,320.3,1,1,2013-07-10,0837,Terra,MODIS,50,6.03,303.8,10,D,2
45.1589,37.8821,303.9,1.3,1.1,2013-07-10,1944,Terra,MODIS,58,6.03,291,9.9,N,2
45.1598,37.8959,303.4,1.3,1.1,2013-07-10,2355,Aqua,MODIS,55,6.03,289,10.2,N,2
45.1628,37.8801,308.8,1.3,1.1,2013-07-10,2355,Aqua,MODIS,76,6.03,289.2,14.9,N,2
45.1648,37.8906,322.9,2.1,1.4,2013-07-11,1849,Terra,MODIS,100,6.03,290.8,63.4,N,2
45.1646,37.8853,329.1,2.1,1.4,2013-07-11,1849,Terra,MODIS,100,6.03,291.3,85.1,N,2
45.1675,37.8789,321.6,2.3,1.5,2013-07-11,2300,Aqua,MODIS,100,6.03,289.3,69.6,N,2
45.165,37.8836,330.7,2.3,1.5,2013-07-11,2300,Aqua,MODIS,100,6.03,289.7,104.7,N,2
45.1649,37.8781,305.8,4.6,2,2013-07-12,0037,Aqua,MODIS,66,6.03,287.8,76.1,N,2
45.1646,37.8788,350,1,1,2013-07-12,0824,Terra,MODIS,94,6.03,307.2,54.9,D,2
45.1628,37.8786,331.1,1.5,1.2,2013-07-12,1007,Aqua,MODIS,79,6.03,304.4,36.2,D,2
45.1605,37.8875,338.7,1,1,2013-07-12,1932,Terra,MODIS,100,6.03,293.6,44.3,N,2
45.1588,37.8949,317.4,1,1,2013-07-12,2343,Aqua,MODIS,95,6.03,290,17,N,2
45.1609,37.8821,342.7,1,1,2013-07-12,2343,Aqua,MODIS,100,6.03,291,51,N,2
45.1576,37.8811,335.8,2.2,1.4,2013-07-13,0907,Terra,MODIS,87,6.03,300,90.7,D,2
45.1587,37.8923,328.6,1.3,1.1,2013-07-13,1050,Aqua,MODIS,68,6.03,304.3,25.9,D,2
45.1569,37.8753,348.2,1.3,1.1,2013-07-13,1050,Aqua,MODIS,93,6.03,306.3,74.9,D,2
45.1683,37.897,305.1,3.1,1.7,2013-07-13,1837,Terra,MODIS,63,6.03,289.1,35.4,N,2
45.17,37.9027,302.4,3.1,1.7,2013-07-13,1837,Terra,MODIS,14,6.03,289.1,23.4,N,2
45.1559,37.8849,308.9,3.5,1.8,2013-07-13,2015,Terra,MODIS,76,6.03,290,54.3,N,2
45.1629,37.8895,313.7,3.5,1.8,2013-07-13,2015,Terra,MODIS,88,6.03,289.8,79.4,N,2
45.1621,37.8951,317.1,3.2,1.7,2013-07-14,0025,Aqua,MODIS,94,6.03,289.2,87.2,N,2
45.1637,37.8912,318.3,3.2,1.7,2013-07-14,0025,Aqua,MODIS,97,6.03,289.1,92.9,N,2
45.159,37.8874,340.3,1.3,1.1,2013-07-14,0812,Terra,MODIS,84,6.03,296.3,55.4,D,2
45.1601,37.8835,348.7,1,1,2013-07-14,1920,Terra,MODIS,100,6.03,294,61.7,N,2
45.166,37.8868,346.2,1,1,2013-07-14,2330,Aqua,MODIS,100,6.03,293.2,58.3,N,2
45.1625,37.885,344.8,1,1,2013-07-15,1038,Aqua,MODIS,69,6.03,303.2,46,D,2
45.1566,37.8919,331.9,1,1,2013-07-15,1038,Aqua,MODIS,83,6.03,302.8,24.6,D,2
45.1585,37.8991,301.9,4.5,2,2013-07-15,1825,Terra,MODIS,45,6.03,289.9,45.9,N,2
45.1585,37.8922,307.1,4.5,2,2013-07-15,1825,Terra,MODIS,70,6.03,290,75,N,2
45.1593,37.8967,307.7,2.3,1.5,2013-07-15,2003,Terra,MODIS,72,6.03,288.2,31.6,N,2
45.1556,37.8964,312.4,2.2,1.4,2013-07-16,0013,Aqua,MODIS,85,6.03,287.9,39.3,N,2
45.156,37.892,314.7,2.2,1.4,2013-07-16,0013,Aqua,MODIS,90,6.03,288.3,44,N,2
45.1598,37.8804,337.6,1.3,1.1,2013-07-16,1908,Terra,MODIS,100,6.03,291.8,57.4,N,2
45.1623,37.8952,324.7,1.3,1.1,2013-07-16,2318,Aqua,MODIS,100,6.03,290.2,36,N,2
45.164,37.8786,324.9,1.3,1.1,2013-07-16,2318,Aqua,MODIS,100,6.03,289.4,36.2,N,2
45.162,37.8896,353.3,1.1,1.1,2013-07-17,0843,Terra,MODIS,96,6.03,305.8,72.3,D,2
45.1644,37.8757,343.6,1.1,1.1,2013-07-17,0843,Terra,MODIS,91,6.03,305.1,49,D,2
45.159,37.8804,365.2,1,1,2013-07-17,1026,Aqua,MODIS,100,6.03,307.1,95.4,D,2
45.1687,37.8944,302.8,1.6,1.2,2013-07-17,1950,Terra,MODIS,51,6.03,288.9,11.5,N,2
45.1575,37.8964,300.3,1.6,1.2,2013-07-17,1950,Terra,MODIS,24,6.03,289.7,8.6,N,2
45.1558,37.8762,315,1.6,1.2,2013-07-17,1950,Terra,MODIS,90,6.03,290.8,27.6,N,2
45.1688,37.8886,326.5,1.5,1.2,2013-07-18,0001,Aqua,MODIS,100,6.03,289.8,47.6,N,2
45.1582,37.8844,316.9,1.5,1.2,2013-07-18,0001,Aqua,MODIS,94,6.03,289.7,29.6,N,2
45.1629,37.8827,324.7,3.8,1.8,2013-07-18,0925,Terra,MODIS,78,6.03,294.2,124.2,D,2
45.1556,37.8822,339.7,2.4,1.5,2013-07-18,1109,Aqua,MODIS,89,6.03,298.3,128.7,D,2
45.1591,37.8765,321.9,1.8,1.3,2013-07-18,1855,Terra,MODIS,100,6.03,270.8,48.2,N,2
